NORMALIZED_TIME, NORMALIZED_UNCERTAINTY
 0.925, 0.000
 0.925, 0.000
 0.926, 0.000
 0.927, 0.000
 0.927, 0.000
 0.928, 0.000
 0.929, 0.000
 0.929, 0.000
 0.930, 0.000
 0.931, 0.000
 0.931, 0.000
 0.932, 0.000
 0.933, 0.000
 0.933, 0.000
 0.934, 0.000
 0.935, 0.000
 0.935, 0.000
 0.936, 0.000
 0.937, 0.000
 0.937, 0.000
 0.938, 0.000
 0.939, 0.000
 0.939, 0.000
 0.940, 0.000
 0.941, 0.000
 0.941, 0.000
 0.942, 0.000
 0.943, 0.000
 0.943, 0.000
 0.944, 0.000
 0.945, 0.000
 0.945, 0.000
 0.946, 0.000
 0.947, 0.000
 0.947, 0.000
 0.948, 0.000
 0.949, 0.000
 0.949, 0.000
 0.950, 0.000
 0.951, 0.000
 0.951, 0.000
 0.952, 0.000
 0.953, 0.000
 0.953, 0.000
 0.954, 0.000
 0.955, 0.000
 0.955, 0.000
 0.956, 0.000
 0.957, 0.000
 0.957, 0.000
 0.958, 0.000
 0.959, 0.000
 0.959, 0.000
 0.960, 0.000
 0.961, 0.000
 0.961, 0.000
 0.962, 0.000
 0.963, 0.000
 0.963, 0.000
 0.964, 0.000
 0.965, 0.000
 0.965, 0.000
 0.966, 0.000
 0.967, 0.000
 0.967, 0.000
 0.968, 0.000
 0.969, 0.000
 0.969, 0.000
 0.970, 0.000
 0.971, 0.000
 0.971, 0.000
 0.972, 0.000
 0.973, 0.000
 0.973, 0.000
 0.974, 0.000
 0.975, 0.000
 0.975, 0.000
 0.976, 0.000
 0.977, 0.000
 0.977, 0.000
 0.978, 0.000
 0.979, 0.000
 0.979, 0.000
 0.980, 0.000
 0.981, 0.000
 0.981, 0.000
 0.982, 0.000
 0.983, 0.000
 0.983, 0.000
 0.984, 0.000
 0.985, 0.000
 0.985, 0.000
 0.986, 0.000
 0.987, 0.000
 0.987, 0.000
 0.988, 0.000
 0.989, 0.000
 0.989, 0.000
 0.990, 0.000
 0.991, 0.000
 0.991, 0.000
 0.992, 0.000
 0.993, 0.000
 0.993, 0.000
 0.994, 0.000
 0.995, 0.000
 0.995, 0.000
 0.996, 0.000
 0.997, 0.000
 0.997, 0.000
 0.998, 0.000
 0.999, 0.000
 0.999, 0.000
